LocID,Latitude,Longitude,MaxRunwayLen
GA39,31.984375,-81.24622222,2640
4GA0,32.12348611,-84.12996667,1380
GE11,34.60583333,-85.46194444,2800
13GE,32.36083333,-82.31805556,2600
GA65,33.60791111,-83.35525556,1508
HOE,31.05688889,-82.77527778,4999
33GA,34.26,-83.28666667,2000
JCA,34.17613889,-83.56169444,5010
09J,31.07447222,-81.42777778,3715
JES,31.55397222,-81.8825,5500
ACJ,32.11080556,-84.18886111,6011
MHP,32.37397222,-82.08144444,5001
74GA,33.22572222,-84.66588889,1450
GA22,31.43850833,-84.70825278,3000
OKZ,32.966375,-82.83748889,5501
GA61,33.26900833,-84.49714722,2400
2GA0,33.52678333,-83.63879444,3816
GA67,34.76815,-83.59295,1610
GA00,33.82555556,-83.63972222,3000
4GA7,33.13456389,-84.25408889,2000
6GA5,33.57816667,-84.90688333,2000
LGC,33.00915,-85.07320556,6499
76GA,32.74472222,-81.61305556,3600
GVL,34.27262778,-83.830225,5496
8GA3,31.76873056,-84.12567778,3100
2GA9,33.80916667,-83.99972222,2800
GA86,32.98388889,-84.09555556,3000
36GA,33.73010833,-83.97463333,1500
0GE3,34.90280278,-85.46040556,2000
2J3,32.98594444,-82.38480556,5002
9GA5,32.05821944,-84.29018889,1600
25J,31.70188889,-84.82697222,3000
23GE,32.38305556,-83.1,2000
00GA,33.7675,-84.06833333,2600
81GA,33.64094167,-84.90493889,1650
9A0,34.58309167,-84.01995833,3024
5GA2,33.57292222,-84.91107222,3000
MAC,32.82176389,-83.56193611,4694
52A,33.612125,-83.46044444,3806
GA04,33.36566944,-84.16519722,4500
50GA,30.95083333,-83.23416667,2000
82A,32.28280556,-84.50369444,3200
7GA2,30.77888889,-83.20194444,2500
95GA,33.45594722,-84.94299444,2480
GA48,31.58611111,-84.79055556,2000
GA94,33.49150278,-84.48937222,1433
GE04,32.66694444,-84.96555556,1600
GA75,33.08734722,-84.4052,2700
GA99,32.54875833,-83.80185278,3600
MCN,32.69283333,-83.64922222,6500
92GE,32.84527778,-82.27083333,2600
2J5,32.89302778,-81.96522222,5001
25GA,33.65955278,-84.66298889,2000
6GE4,33.16869444,-84.83036111,1593
GA06,33.3325,-83.72694444,3900
MGR,31.08558056,-83.80280833,6000
0GE5,34.56176389,-83.71351389,2500
80GA,33.25873056,-84.84465833,2000
0GA1,34.47788056,-82.89708611,2000
9GE7,33.53138889,-83.79194444,2100
CCO,33.31156667,-84.76975556,5500
13GA,31.36657222,-83.75489722,3400
82GA,32.80876944,-82.38526667,3500
5GA7,33.20178611,-85.2305,2500
17GA,33.46666667,-84.86566667,2500
0GA8,30.88714167,-83.41599167,3000
GA21,31.46133333,-81.33870833,2000
PUJ,33.91204444,-84.94061944,5505
GA2,33.18345278,-84.37159167,2400
5GE1,32.57027778,-83.72194444,2700
61GA,33.30180833,-82.17234167,2500
0GE4,33.33138889,-84.26666667,1045
0GE9,32.69388889,-81.79861111,2000
PXE,32.51058333,-83.76733333,4999
4GA5,32.08866111,-84.37251111,3255
2GE7,34.95805556,-84.77916667,2500
JZP,34.45347222,-84.45722222,5000
GA14,31.40295556,-84.32268611,5600
5GA5,33.25983889,-84.34936944,2800
0GE0,33.78205,-84.80076944,2000
JYL,32.64552222,-81.59661111,5501
4A4,34.01852778,-85.14475833,5060
2GA1,33.68066944,-83.85268056,2000
GA72,34.88166667,-84.88972222,1500
3GE8,33.84345833,-82.47901944,3200
3GA1,32.72833333,-84.35694444,1750
4J5,30.80518333,-83.58906667,5000
6GE2,32.83277778,-84.53777778,1800
05GA,32.07138889,-84.71444444,2200
5GA9,33.60125,-84.91486111,1450
GA36,30.76689167,-81.71665278,3400
RMG,34.35077778,-85.15866667,6006
GA44,33.07928889,-85.03160556,1700
GE12,31.74861111,-83.57361111,4693
GA10,33.06895278,-84.35195278,2100
GE33,33.30444444,-84.13666667,1300
22GA,34.42925556,-85.05439167,2340
4GA4,34.84674722,-84.75466111,1300
GA30,34.67591667,-83.42428056,700
29GA,33.38428333,-84.63194444,1800
GA53,33.81510556,-84.37186944,850
5GA6,32.14988889,-83.86128889,2900
5A9,32.9385,-84.69644444,5004
55GE,34.98063333,-84.74160556,2000
7GE7,33.04638889,-84.66111111,3585
GE30,33.22111111,-81.99527778,1900
08GA,31.42578056,-81.28592778,5000
SAV,32.12758333,-81.20213889,9351
66GA,31.47472222,-85.00277778,1700
32GA,33.45416667,-83.27777778,2700
62GA,33.32456389,-83.91629444,2930
GA73,33.16178889,-84.45325833,2400
2GA8,34.34981389,-85.07689167,1600
8GA5,32.22277778,-82.13138889,1800
18GA,33.69317222,-83.65767222,2600
7GA9,33.57055556,-84.89777778,2350
51GA,33.50805556,-84.60048611,1800
GE27,32.60222222,-83.75416667,2800
94GA,32.26293889,-83.78712222,3800
GE35,33.73138889,-83.46972222,1400
1GA8,31.17853056,-83.22654167,3000
ABY,31.53552778,-84.19447222,6601
MUL,31.13768611,-83.70405833,4500
6GA4,33.79705556,-83.85129167,3000
8GA6,33.16222222,-84.32055556,2500
GA20,30.81111111,-81.46277778,3600
TBR,32.48275,-81.73694444,6000
6GA0,34.13259722,-84.19936389,2500
SSI,31.15196667,-81.39105833,5584
09GA,31.11129722,-83.68405833,2400
0GA6,33.73344722,-83.81879167,2100
7GE5,33.35916667,-85.1175,2300
2GA2,32.39261389,-81.27780278,3708
RVJ,32.05948611,-82.15357778,5003
SYV,31.55715556,-83.89403611,4525
GA74,33.04179444,-84.41242222,2500
GA16,33.72428611,-83.56683333,2100
MQW,32.09699722,-82.87941111,5001
4GA1,33.04484722,-84.39825556,2800
01GE,32.67444444,-82.77111111,2560
GA01,34.17694444,-83.93583333,1860
OPN,32.95500278,-84.26408611,6350
TVI,30.90147222,-83.88144444,6004
HQU,33.52972222,-82.51694444,5514
TOC,34.59281111,-83.29637222,5008
77GA,33.16400833,-84.21353056,2400
CZL,34.45538889,-84.93916667,6034
4J8,32.38738889,-82.56338889,3000
75J,31.68761111,-83.63294444,5005
GA77,34.87208333,-85.25036111,2500
GA31,33.46978889,-84.66854722,3200
GA42,31.07246944,-84.393375,1900
VLD,30.78137222,-83.27621944,8002
5GA1,33.20916667,-81.92916667,4500
VDI,32.19272222,-82.37116667,6002
3GA9,33.13345556,-84.37742222,2350
4GE1,30.72375,-84.54111111,2000
GA90,33.45205833,-84.40936944,2000
5A2,32.56063889,-83.67675,2833
3GA3,34.87111111,-85.4375,1500
IIY,33.77859722,-82.81449722,5020
1GE9,32.71444444,-84.71805556,2900
AYS,31.24838889,-82.39538889,5992
GA29,33.15623333,-84.43103611,1650
63GE,32.04735833,-84.74006389,3200
CTJ,33.63169722,-85.15226389,5503
DBN,32.56472222,-82.98497222,6501
GA80,33.78233056,-83.9888,2600
4GE3,32.49933056,-83.18327222,4017
19GA,33.42372778,-84.49992778,3000
GA03,34.86952222,-85.199675,2000
27GA,33.65844167,-85.00994444,1250
2GA5,33.04179444,-84.43214444,3200
GA83,33.54678333,-83.80545833,2000
65J,33.22277778,-82.3845,3000
GA23,34.57833333,-85.38388889,2750
9GA3,31.83960833,-84.48158333,2600
GUM,13.48395,-144.7971278,12017
18HI,21.137,-156.7344444,2755
HNL,21.31781667,-157.9202278,12312
KOA,19.73876667,-156.0456306,11000
HFS,23.86405,-166.2846333,3000
HI33,21.94242222,-159.4402611,2400
HNM,20.79563611,-156.0144389,3606
HI03,22.04127778,-159.3897028,1600
HI46,21.96575278,-159.4272028,2000
ITO,19.72026389,-155.0484694,9800
HI05,20.08360278,-155.5022222,1800
HI25,19.122825,-155.57805,2000
OGG,20.89864722,-156.4304583,6998
JRF,21.30735278,-158.0703028,8000
LUP,21.21104167,-156.9735972,2700
JHM,20.96293611,-156.6730306,3000
LNY,20.78561111,-156.9514194,5001
LIH,21.97598333,-159.3389583,6500
MKK,21.15288611,-157.0962556,4494
HI23,19.547525,-155.1083389,1800
HI28,19.21615278,-155.4686056,1650
HI49,21.14793056,-157.2585722,1920
PAK,21.89694444,-159.6031667,2450
HI01,22.20918889,-159.4455333,3560
UPP,20.26519444,-155.8599444,3800
HI27,20.02832778,-155.3880556,1400
MUE,20.00132778,-155.6681083,5197
4C7,42.54744444,-93.03341667,2725
4C8,40.99627778,-92.76569444,3398
AXA,43.07791667,-94.27194444,3960
K98,42.76386667,-92.80436111,1790
C11,41.79358333,-91.86477222,2600
AMW,41.99204444,-93.62181944,5701
19IA,40.85684444,-91.20375833,3400
IA54,42.50180833,-90.84243889,2000
Y43,41.43991111,-94.77013889,2825
IKV,41.69134722,-93.56635,5500
IA27,40.97779167,-92.58768889,2350
CIN,42.04666667,-94.78869444,5506
AIO,41.40383333,-95.04875,5000
ADU,41.70152778,-94.92044444,3641
IA58,42.11498889,-96.17196389,2400
IA77,41.78725833,-93.51237778,2300
34IA,40.99726944,-93.15564444,2600
Y46,40.63776667,-94.72941389,2710
IA31,42.76520833,-93.24600278,2390
TZT,41.87877778,-92.28452778,4001
59IA,41.62234444,-92.06240278,3800
Y48,42.85274722,-93.59465278,3245
IA18,42.97369444,-94.03590278,2193
4K6,40.73210556,-92.42826944,3401
IA17,42.62303889,-92.50129722,2000
BNW,42.04955556,-93.84761111,4808
IA59,42.24333056,-96.09849167,1200
TVK,40.68442778,-92.90099444,4099
CNC,41.01961111,-93.35966667,4000
CKP,42.73138889,-95.55605556,4001
CAV,42.74047222,-93.75905556,3455
CWI,41.83075,-90.32897222,5204
CRZ,40.994125,-94.75503056,2684
0.00E+00,40.75622778,-93.24033611,3270
CBF,41.26011111,-95.75863889,5500
99IA,41.21656667,-92.777975,1700
CSQ,41.02144444,-94.36330556,4901
IA45,43.07841667,-91.61569444,2750
DVN,41.61027778,-90.58836111,5511
IA26,42.49983611,-95.06709167,2400
DEH,43.2755,-91.73938889,4001
DNS,41.98658333,-95.3805,5000
DSM,41.53397222,-93.66307222,9004
58IA,40.87398333,-91.1633,1350
2Y1,42.31751389,-93.41516389,2480
DBQ,42.402,-90.70947222,6502
IA8,42.49610556,-91.17985833,2700
EAG,42.70991667,-93.91611111,3500
IA63,41.25838056,-92.55150556,2260
27P,42.32995278,-93.11431389,2995
IA76,41.35236111,-94.21166667,340
I27,42.84725,-91.38216667,1705
CJJ,43.36530278,-92.13308333,2949
EGQ,43.10205556,-94.70452778,3401
EST,43.40747222,-94.74638889,4797
FFL,41.05571944,-91.98082222,5503
IA56,41.78054444,-93.379375,2500
03IA,41.14141111,-95.19438056,2000
10IA,42.41665556,-92.25018333,2405
FXY,43.23475556,-93.62410278,5796
FOD,42.55119444,-94.19183333,6547
FSW,40.65911111,-91.32775,4000
IA70,43.42578889,-93.83578056,2900
4D8,43.33318611,-95.15905278,2873
IA23,42.80887778,-91.09818333,2540
3Y2,42.98522222,-91.79063889,4149
IA24,41.75802778,-91.72095278,4000
GFZ,41.32722222,-94.44516667,3400
GGI,41.70988889,-92.73597222,5200
6K7,42.35055833,-92.84161389,2250
GCT,41.68697222,-94.43505556,3400
IA61,41.34796667,-94.12140278,800
HPT,42.72369444,-93.22633333,4020
0IA8,42.228,-91.751,1280
HNR,41.58436111,-95.33969444,4100
73IA,43.23555556,-93.20833333,3250
IA86,41.26666111,-93.50938056,2000
29IA,40.75626667,-95.62348056,3049
20IA,41.52226667,-93.80103333,1165
IA51,43.42681667,-93.27355278,2231
0K7,42.73486111,-94.24547222,3417
39IA,41.67943056,-94.02023056,2400
IDG,42.33259722,-95.44488889,3172
IOW,41.63977778,-91.54813889,5002
IFA,42.47135833,-93.27071944,4600
24IA,42.51580556,-92.51981111,2600
MEY,42.17829444,-95.79364444,2801
IIB,42.45688889,-91.94766667,5500
EFW,42.00983333,-94.34180556,4100
1Y3,40.70638889,-94.22027778,2600
2IA7,41.56847222,-93.98097222,1307
IA32,41.35581667,-95.84823611,1700
EOK,40.45990833,-91.4285,5500
6K9,40.73475,-91.94878333,2275
IA48,41.74165556,-93.72522222,2100
IA30,42.30001111,-90.75013056,1500
IA21,41.95669722,-94.08694167,2000
OXV,41.29909722,-93.11374167,4000
11IA,42.34987222,-92.51339167,1320
IA83,42.95511389,-94.16749167,2550
0Y6,43.41366667,-93.51175,3380
42IA,42.26145,-96.28967778,2200
LWD,40.63239167,-93.902225,3400
IA41,41.41526944,-93.56132778,2350
IA84,42.483325,-96.20030278,2320
LRJ,42.77856389,-96.19357778,5056
IA07,43.45165556,-93.31830556,2500
93IA,42.26027778,-93.64972222,2600
C27,42.49049444,-91.49787222,3465
OQW,42.05008333,-90.73880556,3304
C17,42.02981944,-91.53173889,3775
MIW,42.11275,-92.91777778,5007
MCW,43.15780556,-93.33125,6501
8C4,41.76335556,-91.15293611,3000
IA62,43.3746,-92.30827222,2570
IA12,41.47694444,-92.37944444,2658
04IA,41.08835,-92.05461944,2310
90IA,41.54026944,-95.88778889,2400
7IA7,43.08334444,-92.31151389,1500
7C3,43.033,-91.3465,2650
MXO,42.22036111,-91.16329722,4400
0IA5,40.872225,-93.26270833,2000
MPZ,40.94661111,-91.51116944,4001
MUT,41.36788889,-91.14822222,5500
6Z6,41.30385278,-93.56749167,2215
1Y5,43.08719444,-92.34323333,2900
TNU,41.67443056,-93.02172778,5600
IA97,42.31900278,-92.28418889,2130
CCY,43.07250278,-92.61080833,4000
5D2,43.44877778,-93.20166667,3300
OLZ,42.680925,-91.97439444,4000
27IA,40.75145278,-92.03082222,1800
D02,43.29233333,-92.79561111,3400
I75,41.05222222,-93.68913889,4001
OOA,41.22611111,-92.49383333,4012
OTM,41.10718056,-92.44707222,5885
IA02,40.74799444,-95.67093056,2235
1Y9,42.98788889,-95.66447222,2800
28IA,40.98563611,-91.09066389,1900
PEA,41.40122222,-92.94586111,5403
8Y8,43.26597222,-94.56250833,2040
PRO,41.828,-94.15983333,4001
8IA8,41.45483889,-91.61731111,600
IA16,41.70835,-91.50016944,1800
IA38,43.13870556,-93.43345,2700
12IA,42.80054444,-96.13779722,1350
POH,42.74288889,-94.64736111,4100
RDK,41.01083333,-95.25886111,5100
06IA,41.84014167,-91.83441389,1700
IA01,41.35138056,-95.46639167,2600
IA08,42.27805556,-94.55166667,2620
IA42,42.31372222,-92.41169167,2812
RRQ,43.45222222,-96.17977778,3097
2Y4,42.38782222,-94.61890278,3503
6IA7,40.99035556,-91.74417222,1500
IA35,41.18721944,-95.90417778,2400
SKI,42.37905556,-94.97961111,4100
ICL,40.72219444,-95.02661111,5000
0IA4,41.02784444,-91.06347222,3000
SHL,43.20838889,-95.83341667,4199
SDA,40.75158611,-95.413625,5000
ISB,43.36935278,-95.75963889,3000
7C5,41.54828889,-92.53458333,2600
SXK,42.98582778,-96.1614,5500
SUX,42.40130833,-96.38441944,9002
09IA,41.74583056,-92.40935278,2700
2IA9,43.19079167,-93.770775,2000
BRL,40.78297222,-91.12558333,6102
SPW,43.16565278,-95.20279444,6001
0F3,43.38741944,-95.13946944,3015
05IA,43.13786944,-93.06834167,2450
IA43,41.6052,-94.61617778,1700
16IA,41.88081944,-94.77722778,2400
15IA,42.23539444,-90.40676667,1400
SLB,42.59723611,-95.24066667,5002
8C2,41.5741,-92.8466,2130
53IA,41.94499167,-92.57929722,2500
CID,41.88468889,-91.71079722,8600
46IA,41.75582222,-93.56660556,2600
8C5,41.98823056,-92.54798611,1850
IA11,41.29428611,-93.64801389,1000
8C6,42.20083333,-92.45663889,2555
IA85,41.43513056,-93.54049167,1200
VTI,42.21863889,-92.02591667,4000
25IA,43.39509722,-92.96371111,1500
97IA,41.25583333,-95.47666667,2000
4IA2,41.58613333,-91.22015833,2300
AWG,41.27569444,-91.67608333,4000
ALO,42.55845,-92.40102222,8399
Y01,43.280475,-91.46952778,2413
C25,42.74179444,-92.50721389,3200
EBS,42.43641389,-93.86896667,3851
6IA6,40.75683333,-93.40150278,2400
3Y3,41.36280556,-94.02119444,3002
4IA7,42.47192778,-92.49518889,1700
3Y4,41.7361,-95.68361667,2045
IA68,41.60990556,-90.85891111,3500
IA05,40.85419722,-95.08592778,2250
2VA,43.44995,-96.40316944,2400
ID52,45.15710278,-113.8020278,1000
U36,42.92109722,-112.8809083,3690
U78,42.6485,-111.5818056,3500
U01,42.79731667,-112.8251861,4900
U92,43.67713889,-113.6027222,3450
AOC,43.60352778,-113.33425,6610
77ID,43.52444444,-116.4069444,1600
55H,43.81351111,-115.1350806,2460
U51,42.72075278,-111.8674556,3280
ID51,46.04355556,-115.886875,1827
ID96,44.78516944,-116.0667917,2600
1U7,42.24976111,-111.3416278,5728
1U0,42.97533333,-113.35075,2250
1ID3,48.16796667,-116.7265833,1800
U54,44.97963611,-114.7348139,1900
1DA,45.53457778,-116.5309167,1203
U60,45.13324444,-115.3217778,3550
ID29,46.69740556,-115.9837556,2600
U46,43.43258333,-113.0554444,2600
ID19,48.23103611,-116.38935,1900
0ID4,43.04768333,-114.470325,3150
41ID,43.47138333,-116.3264167,1800
BOI,43.56436111,-116.2228611,10000
44ID,44.73694167,-116.0741583,2100
65S,48.72597222,-116.2951667,4002
U63,44.41545833,-115.3167722,5000
U03,42.59738889,-114.8006389,3898
BYI,42.54261111,-113.7715278,4092
I08,45.143525,-114.9289889,1750
U86,43.34186111,-114.7982778,2950
40ID,43.31422222,-114.9052222,2640
ID04,42.64111111,-116.9827778,2085
U65,43.30880556,-113.9360278,2650
ID43,47.55129444,-116.7635167,2750
U70,44.49233333,-116.0147778,4300
66S,48.51866667,-116.8221944,3100
C64,46.66658333,-115.0731806,1800
LLJ,44.52360556,-114.2179389,4601
U79,45.37907778,-115.1967806,4100
79ID,46.04892222,-115.8698611,1100
COE,47.77430556,-116.8195833,7400
U81,45.2935,-114.9453056,4550
0U2,43.80197222,-113.8315278,4700
0ID9,46.78527778,-116.4711306,2308
S84,46.03876944,-116.3315333,3100
D47,44.74115278,-114.9186083,1400
U82,44.75033333,-116.4450556,3600
U48,43.21775,-113.2275556,2700
17ID,44.41388889,-116.5908333,2725
0ID3,43.07578333,-115.6728833,2640
ID84,46.61713056,-115.7998667,2800
S89,46.24772222,-116.4793611,2800
ID77,44.70527778,-116.8069444,2450
ID01,48.13798056,-116.1976778,2400
ID78,48.14159167,-116.1823972,1600
ID86,44.29777778,-115.6413889,1800
95ID,46.00045556,-116.6911861,1016
00ID,48.14527778,-116.2144444,3500
A05,45.52074167,-115.5176278,4500
U84,44.72905833,-116.0926278,2500
U58,42.42423333,-112.1095556,3550
ID65,47.58101667,-116.77185,1900
DIJ,43.74269444,-111.0967778,7300
U41,44.16236111,-112.2206667,4600
1S1,48.99047222,-116.5020556,3650
S90,45.82268611,-115.43985,2600
ID76,44.72358333,-116.0219861,2260
ID85,46.78740278,-116.16765,3000
S78,43.85265,-116.5390694,3307
1ID7,42.58777778,-114.3341667,2300
ID70,43.39446389,-114.8252278,600
ID93,42.55333333,-114.5476389,1272
S92,46.33019444,-115.063175,2650
10ID,43.49434722,-113.9216972,3000
ID59,44.81758333,-116.0680167,1900
12ID,44.96796944,-114.7328694,2000
96ID,48.23556667,-116.8752667,2550
0ID2,44.44383056,-113.7750889,7507
61ID,48.18925556,-116.9889972,1800
03ID,44.79433056,-116.5326472,1800
ID92,43.72877222,-116.5229083,4200
ID60,46.71321944,-116.9971083,2800
45ID,48.33005,-116.8289333,1300
34ID,46.57033333,-116.3436111,2300
SUN,43.50378056,-114.2955583,7550
U88,44.06694444,-115.9312778,3850
U89,42.94366667,-115.3300833,3050
GNG,42.91708056,-114.7663389,5371
U45,43.95517778,-115.2725917,2900
U91,42.37330556,-115.8794444,2750
ID68,43.48460833,-116.4587333,2500
ID05,47.95684722,-116.6774194,3500
20ID,43.72043889,-116.0056667,1200
ID27,47.75545833,-116.8593611,800
U94,42.57640833,-114.1352417,3163
ID39,44.01811111,-114.8395,2540
U53,44.63475,-111.3426944,4600
ID97,43.66511389,-116.858425,2515
ID44,44.22489167,-116.1795778,4300
ID35,44.23905833,-116.1434639,2300
0U7,43.32375,-113.5905,2500
S66,43.61463889,-116.9213611,2901
63ID,43.63683333,-116.7630556,1400
U97,43.83906944,-113.0466694,3800
ID00,43.69571667,-116.6384694,2800
37ID,45.78241667,-115.938,2248
ID72,43.42083333,-111.285,2500
U98,43.82072778,-115.8509417,3400
GIC,45.94266667,-116.1230278,5101
IDA,43.51367222,-112.0708194,9002
S81,44.76113889,-115.1073611,4650
S72,47.32581111,-116.5766778,3354
9ID0,44.30033333,-116.9857222,1358
JER,42.72669444,-114.4566389,5001
3U2,44.91172222,-115.4855278,3400
2ID3,42.75183333,-116.6773333,2500
TWF,42.48180556,-114.48775,8703
S73,46.21977778,-116.0138056,3000
S82,46.13267222,-115.9787528,1900
24K,44.97422222,-115.72975,1500
U99,43.03702778,-113.7336111,2250
0U0,44.64211111,-115.5333889,4000
04ID,43.87766389,-116.5370806,3000
06ID,43.46266389,-116.3590083,2200
01ID,42.60825,-112.0324611,2894
U00,44.67311111,-113.3524444,3500
0U9,44.46127778,-116.7580278,2875
SMN,45.12327778,-113.8814444,5510
2ID6,43.92733611,-116.946475,1500
8ID8,45.35333333,-113.865,2100
LWS,46.37449722,-117.0153972,6511
2ID2,43.95435556,-113.6472444,2100
ID95,43.861,-116.2409444,1700
C53,44.80867222,-114.8086611,1200
U62,43.91000833,-113.6023667,4389
ID28,45.379075,-115.5051222,1900
S77,47.84155833,-116.2519944,2200
U93,43.28066667,-114.3963889,4000
0U3,44.74458333,-114.9213889,2150
MLD,42.170125,-112.2926806,4946
9ID6,45.61333333,-115.3248333,2500
ID8,44.77347222,-114.9852778,1160
0U8,44.61033333,-113.8948611,4950
MYL,44.88874444,-116.1017528,6101
U02,43.20925,-112.3495861,4314
U37,43.45361111,-112.80725,3800
1U1,46.12075,-114.9273333,4100
26ID,48.36388889,-116.4036111,750
02ID,44.55545833,-115.3051056,2000
U76,43.13160833,-115.7305667,5000
1U2,43.85126667,-112.5010278,2950
1U3,43.21594444,-116.5483611,2500
3U0,42.02355556,-115.3354444,5250
MAN,43.58134167,-116.5230639,5000
1U4,44.978,-116.2839167,2400
0S5,46.23852778,-116.2385556,2400
ID07,47.67809444,-117.0249194,1800
1U6,42.23388889,-113.8776389,3795
ID25,48.35075833,-116.5540833,3000
S68,46.49202222,-116.2754,2520
75C,45.72944444,-115.5277778,2800
33ID,43.37936111,-114.7694444,1200
ID26,43.23263056,-115.9396722,2600
50S,43.77877222,-116.9384861,2700
S75,44.09397222,-116.9031056,3534
14ID,43.67065278,-116.2112306,1900
ID82,43.30823889,-114.0633667,3000
1U9,43.46625,-115.3100278,2300
0ID8,45.77519722,-116.178475,800
PIH,42.90979167,-112.5959194,9059
ID42,42.92555556,-115.7572222,1350
U10,42.10693611,-111.9125694,3558
67S,48.574,-116.9585833,4400
1S6,48.19064444,-116.9098611,2983
ID87,43.40685833,-111.9744139,2400
68ID,48.25,-116.4666667,780
1ID4,43.31055556,-115.9025,2940
ID57,46.22316667,-116.8699556,1484
I92,44.89166667,-115.7130556,2175
6ID1,47.64324167,-116.7005444,2200
RXE,43.83391667,-111.8051111,4204
U56,43.642725,-111.9291639,3727
ID75,48.12609444,-116.1656111,2346
ID23,47.39240278,-116.8729556,2600
2U4,43.1895,-112.5318056,2800
05ID,45.91408333,-114.8356611,2000
ID12,43.18435833,-112.4663694,2700
SZT,48.29952778,-116.5601389,5501
ID67,43.86068056,-116.2627083,1024
ID09,43.26,-115.2486111,1749
15ID,47.68555,-117.038,1750
ID17,45.01098889,-116.6887611,3900
2U5,45.9895,-114.8412778,2000
07ID,48.14921111,-116.9980139,1955
S83,47.54726111,-116.1890639,5316
1ID9,42.76369444,-112.1849361,400
ID62,42.60825278,-111.7285611,3750
ID13,47.32213056,-116.6398917,1400
38ID,43.50944444,-116.6679167,2000
ID79,43.50833333,-116.6679167,2200
1S7,45.67177778,-116.3057222,2600
ID45,46.32353333,-116.71345,2046
ID16,43.40351667,-114.2725444,4000
U87,43.91213889,-114.7960556,4900
2U0,43.49836111,-115.5469722,5400
ID21,47.75628889,-117.0238111,1800
85U,45.09991389,-114.8009278,1650
23ID,43.64826389,-114.9046972,2154
0ID0,43.60645,-115.10725,3000
ID11,46.01888889,-115.9622222,1716
55ID,48.38105556,-116.4849722,2465
2ID5,44.80746667,-116.0494833,1300
U12,43.95016667,-111.6846944,4500
2U7,44.20855556,-114.9345278,4300
ID56,43.98185833,-114.0436556,5000
ID41,44.89990833,-115.3328861,2450
ID33,46.93601667,-115.864875,3000
ID74,44.53656944,-115.3509417,3300
ID40,43.4178,-116.7061833,2892
08ID,43.569325,-116.7768056,2500
09ID,45.10388889,-114.8552778,2300
3ID2,46.350675,-115.977,1700
2U8,44.72330556,-115.0039722,2100
ID24,48.22353611,-116.4385194,2000
ID88,43.28739722,-115.0800694,3300
22ID,43.94466667,-115.9411667,1600
EUL,43.64185,-116.6357639,5500
ID22,47.97796111,-116.7926972,3000
ID32,48.1055,-116.1368333,8000
U61,43.94369444,-114.11025,4450
U72,44.59157778,-114.8231444,2500
ID61,48.296575,-117.0152028,1800
I45,45.94184722,-116.7636694,1026
0U1,44.14222222,-115.3140556,2850
3U1,45.26811111,-115.6836111,2765
52U,43.82513889,-115.3313611,2200
S87,44.20466667,-116.9605278,4000
ID10,43.59481944,-116.8325222,1685
0ID,42.44818611,-111.7775444,1350
ID48,47.92879444,-116.7110306,2800
ID94,46.77666667,-116.6913889,1600
C48,45.39666667,-115.4833333,1500
66ID,45.87666667,-116.1791667,1350
0ID1,42.64121111,-114.6054333,1900
0ID7,43.23030833,-116.7631917,2600
SPI,39.84422222,-89.67808333,8001
70LL,40.9417,-88.75006667,3600
2LL7,40.93472222,-88.73755556,2450
94IS,37.90168056,-89.14081944,1700
8IL0,42.35314167,-88.63740556,1950
IL32,39.78333333,-88.62138889,2160
IL51,41.03805556,-88.3375,2600
7IS2,38.52449444,-90.05694444,2500
66IL,42.26873889,-88.57129444,2050
30IS,42.07724722,-88.62508889,2800
LL09,42.28057778,-88.094525,2000
4LL9,39.34365833,-89.4237,1980
FEP,42.24611389,-89.58197778,5504
3IL9,40.28103611,-89.31303889,1995
40IL,41.00583333,-88.65805556,2640
ARR,41.77191667,-88.47566667,6501
32IS,40.135325,-91.00958056,1800
1IL0,40.775,-89.00111111,2650
IL99,41.59280833,-88.96730556,2640
5LL0,38.40838056,-87.83753056,1940
2IL7,38.51532778,-90.02788333,2400
IL78,41.13114444,-87.79226111,2000
H96,38.0085,-88.93444444,4002
IL81,40.93614444,-88.04171111,2300
60IL,40.83972222,-90.80527778,1000
3LL6,38.335,-89.76972222,2215
IL24,39.7075,-89.88305556,2300
9IL7,41.6093,-90.18156667,2250
LL89,42.48723611,-89.10788889,2000
88IS,40.00838056,-91.38209444,2200
88LL,42.19168889,-89.838175,1600
LL27,40.45420833,-90.6235,2550
IL36,42.320275,-88.76295556,2254
3LS7,39.98638889,-89.51166667,1725
1C5,41.69591667,-88.1295,3360
98LL,40.79920278,-87.78364444,2250
C82,41.76253056,-89.10148056,2590
LL22,41.73277778,-87.99941667,2813
IL46,40.46670833,-91.03347222,1800
C56,41.37741667,-87.67975,5001
0LL5,40.11003333,-88.07837222,2230
87IL,41.51669722,-88.26673056,1800
8IL3,41.73805556,-89.1625,2550
0IS3,41.66049167,-89.69419722,2500
CIR,37.06413889,-89.21952778,4001
C81,42.32461111,-88.07408889,3573
IS19,42.33527778,-89.32361111,2000
CUL,38.08948056,-88.12306111,4000
68IS,42.1486,-88.56194722,2998
1H8,39.30250833,-88.00406111,4001
LL32,40.45003333,-88.07504167,2630
9IS0,40.54309722,-91.33070556,3408
ENL,38.51508333,-89.09113889,5001
BMI,40.47711111,-88.91591667,8000
PWK,42.11428056,-87.90154167,5001
MDW,41.78597222,-87.75241667,6522
ORD,41.97694167,-87.90815,13000
RFD,42.19536111,-89.09722222,10002
